abstract;author;categories;citable_docs._(3years);cites_/_doc._(2years);country;coverage;doi;eigenfactor_score;h_index;isbn;issn;issn1;issn2;issn3;jcr_value;keywords;publisher_x;publisher_y;ref._/_doc.;region;scimago_value;sjr_best_quartile;sourceid;title_csv;title_bib;total_cites;total_cites_(3years);total_docs._(2020);total_docs._(3years);total_refs.;type;type_publication;year
;Felix G. Fernandez;"Cardiology and Cardiovascular Medicine (Q1); Pulmonary and Respiratory Medicine (Q1); Surgery (Q1)";2269.0;213.0;United States;1965-2020;10.1016/j.athoracsur.2019.11.003;0.0351;197.0;;00034975;15526259;00034975;15526259;4.330;;Elsevier USA;;1370.0;Northern America;1130.0;Q1;20489.0;Annals of thoracic surgery;The future is now: the 2020 evolution of the society of thoracic surgeons national database;41620.0;6373.0;1111.0;2981.0;15218.0;journal;article;2020
We describe an arrangement for simultaneous recording of speech and vocal tract geometry in patients undergoing surgery involving this area. Experimental design is considered from an articulatory phonetic point of view. The speech signals are recorded with an acoustic-electrical arrangement. The vocal tract is simultaneously imaged with MRI. A MATLAB-based system controls the timing of speech recording and MR image acquisition. The speech signals are cleaned from acoustic MRI noise by an adaptive signal processing algorithm. Finally, a vowel data set from pilot experiments is qualitatively compared both with validation data from the anechoic chamber and with Helmholtz resonances of the vocal tract volume, obtained using FEM.;Daniel Aalto and Olli Aaltonen and Risto-Pekka Happonen and Päivi Jääsaari and Atle Kivelä and Juha Kuortti and Jean-Marc Luukinen and Jarmo Malinen and Tiina Murtola and Riitta Parkkola and Jani Saunavaara and Tero Soukka and Martti Vainio;Acoustics and Ultrasonics (Q1);1062.0;316.0;United Kingdom;1968-2021;10.1016/j.apacoust.2014.03.003;0.00853;82.0;;0003682X;0003682X;1872910X;0003682X;2.639;Speech production, Speech recording, MRI, Noise reduction, Formant analysis, Vocal tract resonance;Elsevier Ltd.;;3452.0;Western Europe;767.0;Q1;12946.0;Applied acoustics;Large scale data acquisition of simultaneous mri and speech;9042.0;3608.0;456.0;1068.0;15741.0;journal;article;2014
Human reliability analysis plays an important role in the safety assessment and management of rail operations. This paper discusses how the increasing availability of operational data can be used to develop an understanding of train driver reliability. The paper derives human reliability data for two driving tasks, stopping at red signals and controlling speed on approach to buffer stops. In the first of these cases, a tool has been developed that can estimate the number of times a signal is approached at red by trains on the Great Britain (GB) rail network. The tool has been developed using big data techniques and ideas, recording and analysing millions of pieces of data from live operational feeds to update and summarise statistics from thousands of signal locations in GB on a daily basis. The resulting driver reliability data are compared to similar analyses of other train driving tasks. This shows human reliability approaching the currently accepted limits of human performance. It also shows higher error rates amongst freight train drivers than passenger train drivers for these tasks. The paper highlights the importance of understanding the task specific performance limits if further improvements in human reliability are sought. It also provides a practical example of how big data could play an increasingly important role in system error management, whether from the perspective of understanding normal performance and the limits of performance for specific tasks or as the basis for dynamic safety indicators which, if not leading, could at least become closer to real time.;Chris Harrison and Julian Stow and Xiaocheng Ge and Jonathan Gregory and Huw Gibson and Alice Monk;"Engineering (miscellaneous) (Q1); Human Factors and Ergonomics (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Safety, Risk, Reliability and Quality (Q1)";675.0;417.0;United Kingdom;1969-2021;10.1016/j.apergo.2022.103795;0.00851;98.0;;00036870;18729126;00036870;18729126;3.661;;Elsevier Ltd.;;4877.0;Western Europe;1093.0;Q1;13929.0;Applied ergonomics;At the limit? using operational data to estimate train driver human reliability;9523.0;2995.0;232.0;682.0;11314.0;journal;article;2022
"Objectives
To understand how health status preceding traumatic brain injury (TBI) affects relative functional gain after inpatient rehabilitation using a data mining approach.
Design
Population-based, sex-stratified, retrospective cohort study using health administrative data from Ontario, Canada (39% of the Canadian population).
Setting
Inpatient rehabilitation.
Participants
Patients 14 years or older (N=5802; 63.4% male) admitted to inpatient rehabilitation within 1 year of a TBI-related acute care discharge between April 1, 2008, and March 31, 2015.
Interventions
Not applicable.
Main Outcome Measures
Relative functional gain (RFG) in percentage, calculated as ([discharge FIM−admission FIM]/[126−admission FIM]×100). Health status prior to TBI was identified and internally validated using a data mining approach that categorized all International Classification of Diseases, 10th revision, codes for each patient.
Results
The average RFG was 52.8%±27.6% among male patients and 51.6%±27.1% among female patients. Sex-specific Bonferroni adjusted multivariable linear regressions identified 10 factors of preinjury health status related to neurology, emergency medicine, cardiology, psychiatry, geriatrics, and gastroenterology that were significantly associated with reduced RFG in FIM for male patients. Only 1 preinjury health status category, geriatrics, was significantly associated with RFG in female patients.
Conclusions
Comorbid health conditions present up to 5 years preceding the TBI event were significantly associated with RFG. These findings should be considered when planning and executing interventions to maximize functional gain and to support an interdisciplinary approach. Best practices guidelines and clinical interventions for older male and female patients with TBI should be developed given the increasingly aging population with TBI.";Vincy Chan and Mitchell Sutton and Tatyana Mollayeva and Michael D. Escobar and Mackenzie Hurst and Angela Colantonio;"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Sports Science (Q1)";829.0;329.0;United Kingdom;1945-2020;10.1016/j.apmr.2020.05.017;0.01786;188.0;;00039993;1532821X;00039993;1532821X;3.966;Brain injuries, Comorbidity, Data mining, International Classification of Diseases, Rehabilitation;W.B. Saunders Ltd;;3866.0;Western Europe;1305.0;Q1;16270.0;Archives of physical medicine and rehabilitation;Data mining to understand how health status preceding traumatic brain injury affects functional outcome: a population-based sex-stratified study;30690.0;3351.0;289.0;917.0;11172.0;journal;article;2020
Self-regulation is a broad construct representing the general ability to recruit cognitive, motivational and emotional resources to achieve long-term goals. This construct has been implicated in a host of health-risk behaviors, and is a promising target for fostering beneficial behavior change. Despite its clear importance, the behavioral, psychological and neural components of self-regulation remain poorly understood, which contributes to theoretical inconsistencies and hinders maximally effective intervention development. We outline a research program that seeks to define a neuropsychological ontology of self-regulation, articulating the cognitive components that compose self-regulation, their relationships, and their associated measurements. The ontology will be informed by two large-scale approaches to assessing individual differences: first purely behaviorally using data collected via Amazon's Mechanical Turk, then coupled with neuroimaging data collected from a separate population. To validate the ontology and demonstrate its utility, we will then use it to contextualize health risk behaviors in two exemplar behavioral groups: overweight/obese adults who binge eat and smokers. After identifying ontological targets that precipitate maladaptive behavior, we will craft interventions that engage these targets. If successful, this work will provide a structured, holistic account of self-regulation in the form of an explicit ontology, which will better clarify the pattern of deficits related to maladaptive health behavior, and provide direction for more effective behavior change interventions.;Ian W. Eisenberg and Patrick G. Bissett and Jessica R. Canning and Jesse Dallery and A. Zeynep Enkavi and Susan Whitfield-Gabrieli and Oscar Gonzalez and Alan I. Green and Mary Ann Greene and Michaela Kiernan and Sunny Jung Kim and Jamie Li and Michael R. Lowe and Gina L. Mazza and Stephen A. Metcalf and Lisa Onken and Sadev S. Parikh and Ellen Peters and Judith J. Prochaska and Emily A. Scherer and Luke E. Stoeckel and Matthew J. Valente and Jialing Wu and Haiyi Xie and David P. MacKinnon and Lisa A. Marsch and Russell A. Poldrack;"Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Psychiatry and Mental Health (Q1)";413.0;413.0;United Kingdom;1963-2020;10.1016/j.brat.2017.09.014;0.014169999999999999;185.0;;00057967;00057967;1873622X;00057967;4.473;Self-regulation, Ontology, Neuroimaging, Intervention, Obesity, Smoking;Elsevier Ltd.;;6426.0;Western Europe;2506.0;Q1;12127.0;Behaviour research and therapy;Applying novel technologies and methods to inform the ontology of self-regulation;22841.0;2304.0;143.0;423.0;9189.0;journal;article;2018
Soil salinization is an important factor that restricts crop quality and yield and causes an enormous toll to human beings. Salt stress and abscisic acid (ABA) stress will occur in the process of soil salinization. In this study, transcriptome sequencing of tobacco leaves under salt and ABA stress in order to further study the resistance mechanism of tobacco. Compared with controlled groups, 1654 and 3306 DEGs were obtained in salt and ABA stress, respectively. The genes function enrichment analysis showed that the up-regulated genes in salt stress were mainly concentrated in transcription factor WRKY family and PAR1 resistance gene family, while the up-regulated genes were mainly concentrated on bHLH transcription factor, Kunitz-type protease inhibitor, dehydrin (Xero1) gene and CAT (Catalase) family protein genes in ABA stress. Tobacco MAPK cascade triggered stress response through up-regulation of gene expression in signal transduction. The expression products of these up-regulated genes can improve the abiotic stress resistance of plants. These results have an important implication for further understanding the mechanism of salinity tolerance in plants.;Hui Wu and Huayang Li and Wenhui Zhang and Heng Tang and Long Yang;"Biophysics (Q1); Biochemistry (Q2); Molecular Biology (Q2); Cell Biology (Q3)";6438.0;331.0;United States;1959-2020;10.1016/j.bbrc.2021.07.011;0.06934;263.0;;0006291X;0006291X;10902104;0006291X;3.575;Tobacco, Transcriptome, MAPK, Soil salinization mechanism;Academic Press Inc.;;3030.0;Northern America;998.0;Q1;16845.0;Biochemical and biophysical research communications;Transcriptional regulation and functional analysis of nicotiana tabacum under salt and aba stress;105148.0;21713.0;1943.0;6445.0;58869.0;journal;article;2021
The tremendous expansion of data analytics and public and private big datasets presents an important opportunity for pre-clinical drug discovery and development. In the field of life sciences, the growth of genetic, genomic, transcriptomic and proteomic data is partly driven by a rapid decline in experimental costs as biotechnology improves throughput, scalability, and speed. Yet far too many researchers tend to underestimate the challenges and consequences involving data integrity and quality standards. Given the effect of data integrity on scientific interpretation, these issues have significant implications during preclinical drug development. We describe standardized approaches for maximizing the utility of publicly available or privately generated biological data and address some of the common pitfalls. We also discuss the increasing interest to integrate and interpret cross-platform data. Principles outlined here should serve as a useful broad guide for existing analytical practices and pipelines and as a tool for developing additional insights into therapeutics using big data.;John F. Brothers and Matthew Ung and Renan Escalante-Chong and Jermaine Ross and Jenny Zhang and Yoonjeong Cha and Andrew Lysaght and Jason Funt and Rebecca Kusko;"Biochemistry (Q1); Pharmacology (Q1)";983.0;529.0;United States;1958-2020;10.1016/j.bcp.2018.03.014;0.01736;198.0;;00062952;18732968;00062952;18732968;5.858;Big data, Genomics, Transcriptomics, RNA-seq, Microarray, Exome;Elsevier Inc.;;7833.0;Northern America;1595.0;Q1;20063.0;Biochemical pharmacology;Integrity, standards, and qc-related issues with big data in pre-clinical drug discovery;33633.0;5594.0;513.0;993.0;40185.0;journal;article;2018
Humans have transformed most landscapes across the globe, forcing other species to adapt in order to persist in increasingly anthropogenic landscapes. Wide-ranging solitary species, such as wild felids, struggle particularly in such landscapes. Conservation planning and management for their long-term persistence critically depends on understanding what determine survival and what are the main mortality risks. We carried out the first study on annual survival and cause-specific mortality of the European wildcat with a large and unique dataset of 211 tracked individuals from 22 study areas across Europe. Furthermore, we tested the effect of environmental and human disturbance variables on the survival probability. Our results show that mortalities were mainly human-caused, with roadkill and poaching representing 57% and 22% of the total annual mortality, respectively. The annual survival probability of wildcat was 0.92 (95% CI = 0.87–0.98) for females and 0.84 (95% CI = 0.75–0.94) for males. Road density strongly impacted wildcat annual survival, whereby an increase in the road density of motorways and primary roads by 1 km/km2 in wildcat home-ranges increased mortality risk ninefold. Low-traffic roads, such as secondary and tertiary roads, did not significantly affect wildcat's annual survival. Our results deliver key input parameters for population viability analyses, provide planning-relevant information to maintain subcritical road densities in key wildcat habitats, and identify conditions under which wildcat-proof fences and wildlife crossing structures should be installed to decrease wildcat mortality.;Matteo Luca Bastianelli and Joseph Premier and Mathias Herrmann and Stefano Anile and Pedro Monterroso and Tobias Kuemmerle and Carsten F. Dormann and Sabrina Streif and Saskia Jerosch and Malte Götz and Olaf Simon and Marcos Moleón and José María Gil-Sánchez and Zsolt Biró and Jasja Dekker and Analena Severon and Axel Krannich and Karsten Hupe and Estelle Germain and Dominique Pontier and René Janssen and Pablo Ferreras and Francisco Díaz-Ruiz and José María López-Martín and Fermín Urra and Lolita Bizzarri and Elena Bertos-Martín and Markus Dietz and Manfred Trinzen and Elena Ballesteros-Duperón and José Miguel Barea-Azcón and Andrea Sforzi and Marie-Lazarine Poulle and Marco Heurich;"Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)";1170.0;523.0;Netherlands;1968-2020;10.1016/j.biocon.2021.109239;0.033389999999999996;199.0;;00063207;00063207;00063207;00063207;5.990;Anthropogenic landscapes, European wildcat, Survival, Human-caused mortality, Roadkill, Road density;Elsevier BV;;6829.0;Western Europe;2227.0;Q1;17244.0;Biological conservation;Survival and cause-specific mortality of european wildcat (felis silvestris) across europe;39669.0;7021.0;433.0;1251.0;29571.0;journal;article;2021
"Background
Imaging research has not yet delivered reliable psychiatric biomarkers. One challenge, particularly among youth, is high comorbidity. This challenge might be met through canonical correlation analysis designed to model mutual dependencies between symptom dimensions and neural measures. We mapped the multivariate associations that intrinsic functional connectivity manifests with pediatric symptoms of anxiety, irritability, and attention-deficit/hyperactivity disorder (ADHD) as common, impactful, co-occurring problems. We evaluate the replicability of such latent dimensions in an independent sample.
Methods
We obtained ratings of anxiety, irritability, and ADHD, and 10 minutes of resting-state functional magnetic resonance imaging data, from two independent cohorts. Both cohorts (discovery: n = 182; replication: n = 326) included treatment-seeking youth with anxiety disorders, with disruptive mood dysregulation disorder, with ADHD, or without psychopathology. Functional connectivity was modeled as partial correlations among 216 brain areas. Using canonical correlation analysis and independent component analysis jointly we sought maximally correlated, maximally interpretable latent dimensions of brain connectivity and clinical symptoms.
Results
We identified seven canonical variates in the discovery and five in the replication cohort. Of these canonical variates, three exhibited similarities across datasets: two variates consistently captured shared aspects of irritability, ADHD, and anxiety, while the third was specific to anxiety. Across cohorts, canonical variates did not relate to specific resting-state networks but comprised edges interconnecting established networks within and across both hemispheres.
Conclusions
Findings revealed two replicable types of clinical variates, one related to multiple symptom dimensions and a second relatively specific to anxiety. Both types involved a multitude of broadly distributed, weak brain connections as opposed to strong connections encompassing known resting-state networks.";Julia O. Linke and Rany Abend and Katharina Kircanski and Michal Clayton and Caitlin Stavish and Brenda E. Benson and Melissa A. Brotman and Olivier Renaud and Stephen M. Smith and Thomas E. Nichols and Ellen Leibenluft and Anderson M. Winkler and Daniel S. Pine;Biological Psychiatry (Q1);528.0;704.0;United States;1969-2020;10.1016/j.biopsych.2020.10.018;0.04554;319.0;;00063223;00063223;18732402;00063223;13.382;Anxiety, Disruptive behavior, Intrinsic brain connectivity, Irritability, Joint canonical correlation and independent component analysis, Youth;Elsevier USA;;5051.0;Northern America;5335.0;Q1;14308.0;Biological psychiatry;Shared and anxiety-specific pediatric psychopathology dimensions manifest distributed neural correlates;50155.0;6464.0;294.0;886.0;14850.0;journal;article;2021
"Complete blood count (CBC) analysis is one of the most commonly ordered laboratory tests and is a critical first step in patients' clinical evaluation. However, CBC analyzers are limited in their ability to positively identify several types of white blood cells (WBC), and cells with substantial clinical significance, such as immature granulocytes or blasts, are merely marked as flags. Also, CBC analyzers fall short of recognizing informative red blood cell (RBC) morphology, such as schistocytes, and often provide inaccurate platelets count. Flags and clinically non-sufficient CBC-derived data reflex to generation of blood smear (BS), and BS review comprises a substantial portion of the workload in routine hematology laboratories. For accurate identification and classification of WBC, BS analysis (BSA) requires detailed observation of cells with high-magnification objective (60-100X), which provides a relatively narrow Field of View (FOV). This physical limitation restricts current BSA to either low resolution/wide FOV or to high resolution/narrow FOV data generation (Fig. 1A). Hence, key issues of BSA such as the effects of the smearing process on the distribution of blood components, the effects of cells distribution on their morphology and further classification, as well as many other attributes, are addressed only qualitatively or empirically, leaving the real topology of the BS obscure. The computational imaging microscopy system presented herein uses a low resolution and wide FOV objective, and records a plurality of images under different illumination conditions, of the same sample area (Fig. 1B). An algorithm reconstructs a high resolution and aberration free image of whole specimens, as can be observed in the attached link (https://tinyurl.com/Scopio-Labs-X100-ASH-2020). High resolution images are critical not only for manual BSA, but also for artificial intelligence (AI)-derived BSA, since data quality is of prime importance for deep-learning processes, and to a large extent determine their outcome. Thus, the combination of high resolution/wide FOV turns each BS into a big data analytic field, rendering the measurement of yet undetermined cell characteristics. In order to elucidate the basic topology, 60 normal BS (28 females, 32 males) were subjected to analysis utilizing this novel computational imaging microscopy. For convenience of analysis and comparison with current BSA methodology, BS were segmented into strips according to RBC density (Fig. 1C, D). The average length of smear from females (F) was higher by nearly 28% compared with smear from males (M), and the presence of acute inflammation (A) resulted in a significant 33% increase in overall smear length compared to normal (N) average (Fig. 1E). As expected, RBC density formed a linear gradient (Fig. 1C) along the axis of sample smearing, however, RBC morphology was affected by location within the BS. For example, strips 4-5 contained RBC with the appearance of spherocytes (Fig. 1F; arrows), while in strips with increased RBC density, cells aggregated resembling rouleaux formation (Fig. 1F; arrowheads). Platelets distribution was non-linear, with only a few of them reaching the feathered edge of the smear (Fig. 1G). Since the variance of both RBC/FOV and platelets/FOV concentrations drops starting with strip 4, BS-derived platelets number estimates should not be performed in strips 1-3. On average, a normal BS contains 890+399 WBC in the scanned area (strips 1-8). Similar to RBC, the location of individual WBC throughout the BS may affect their morphology, and hence their classification. WBC in the feathered edge (strips 1-3) are generally more stretched, and often squeezed between RBC, rendering their classification by AI-based tools challenging (Fig. 1H). In strips 4-7, WBC morphology is optimal for a classification task, enabling favorable outcomes for either manual or AI cell analysis (Fig. 1H). These data indicate that BSA can be taken to a sensitivity level of at least 10-3 of WBC analysis, provided that a large portion of the BS is scanned. Our system provides a novel combination of computational imaging microscopy and AI-based classification tools to unravel the complex topology of blood smears, and upgrade the data obtained in BSA. This approach enables the establishment of quantitative rules to scientifically direct the objective analysis of cellular blood components both manually, and by AI-tools. Figure
Disclosures
Katz: Scopio Labs: Consultancy.";Ben Zion Katz and Irit Avivi and Dan Benisty and Shahar Karni and Hadar Shimoni and Omri Grooper and Olga Pozdnyakova;"Biochemistry (Q1); Cell Biology (Q1); Hematology (Q1); Immunology (Q1)";2041.0;741.0;United States;1946-2020;10.1182/blood-2020-134903;0.18725;465.0;;00064971;15280020;00064971;15280020;22.113;;American Society of Hematology;;3106.0;Northern America;5515.0;Q1;25454.0;Blood;A novel approach to blood smear analysis based on specimen topology: implications for human and artificial intelligence decision making;200027.0;22558.0;853.0;2755.0;26498.0;journal;article;2020
