abstract;author;categories;citable_docs._(3years);cites_/_doc._(2years);country;coverage;doi;eigenfactor_score;h_index;isbn;issn;issn1;issn2;issn3;jcr_value;keywords;publisher_x;publisher_y;ref._/_doc.;region;scimago_value;sjr_best_quartile;sourceid;title_csv;title_bib;total_cites;total_cites_(3years);total_docs._(2020);total_docs._(3years);total_refs.;type;type_publication;year
Single-cell RNA sequencing (scRNA-seq), a method of transcriptome sequencing at the single-cell level, has recently emerged as a revolutionary technology in the field of biomedical research. Compared to conventional gene expression profiling in bulk, scRNA-seq resolves biological differences among individual cells and enables the identification of rare cell populations that are easily overlooked. This review introduces the method of scRNA-seq, summarizes its applications in the field of cardiovascular disease research, and discusses existing limitations and prospects for future applications.;Chen Yifan and Yang Fan and Pu Jun;"Cardiology and Cardiovascular Medicine (Q1); Molecular Biology (Q2)";568.0;427.0;United States;1970-2020;10.1016/j.yjmcc.2020.03.005;0.01569;159.0;;00222828;00222828;10958584;00222828;5.0;Atherosclerosis, Vulnerable plaques, Macrophage polarization, Melatonin, Single-cell sequencing analysis, Multiomics analysis;Academic Press Inc.;;5705.0;Northern America;1645.0;Q1;23882.0;Journal of molecular and cellular cardiology;Visualization of cardiovascular development, physiology and disease at the single-cell level: opportunities and future challenges;17399.0;2631.0;177.0;589.0;10098.0;journal;article;2020
"Aims
The accurate identification of mothers at risk of postpartum psychiatric admission would allow for preventive intervention or more timely admission. We developed a prediction model to identify women at risk of postpartum psychiatric admission.
Methods
Data included administrative health data of all inpatient live births in the Australian state of Queensland between January 2009 and October 2014. Analyses were restricted to mothers with one or more indicator of mental health problems during pregnancy (n = 75,054 births). The predictors included all maternal data up to and including the delivery, and neonatal data recorded at delivery. We used multiple machine learning methods to predict hospital admission in the 12 months following delivery in which the primary diagnosis was recorded as an ICD-10 psychotic, bipolar or depressive disorders.
Results
The boosted trees algorithm produced the best performing model, predicting postpartum psychiatric admission in the validation data with good discrimination [AUC = 0.80; 95% CI = (0.76, 0.83)] and achieving good calibration. This model outperformed benchmark logistic regression model and an elastic net model. In addition to indicators of maternal metal health history, maternal and neonatal anthropometric measures and social/lifestyle factors were strong predictors.
Conclusion
Our results indicate the potential of a big data approach when aiming to identify mothers at risk of postpartum psychiatric admission. Mothers at risk could be followed-up and supported after neonatal discharge to either remove the need for admission or facilitate more timely admission.";Kim S. Betts and Steve Kisely and Rosa Alati;"Biological Psychiatry (Q1); Psychiatry and Mental Health (Q1)";755.0;441.0;United Kingdom;1961-1982, 1984-2020;10.1016/j.jpsychires.2020.07.002;0.02003;136.0;;00223956;18791379;00223956;18791379;4.791;Administrative data linkage, Postpartum psychiatric admissions, Predictive models, Machine learning;Elsevier Ltd.;;5173.0;Western Europe;1875.0;Q1;16812.0;Journal of psychiatric research;Predicting postpartum psychiatric admission using a machine learning approach;20371.0;3624.0;357.0;776.0;18469.0;journal;article;2020
As more and more health systems have converted to the use of electronic health records, the amount of searchable and analyzable data is exploding. This includes not just provider or laboratory created data but also data collected by instruments, personal devices, and patients themselves, among others. This has led to more attention being paid to the analysis of these data to answer previously unaddressed questions. This is especially important given the number of therapies previously found to be beneficial in clinical trials that are currently being re-scrutinized. Because there are orders of magnitude more information contained in these data sets, a fundamentally different approach needs to be taken to their processing and analysis and the generation of knowledge. Health care and medicine are drivers of this phenomenon and will ultimately be the main beneficiaries. Concurrently, many different types of questions can now be asked using these data sets. Research groups have become increasingly active in mining large data sets, including nationwide health care databases, to learn about associations of medication use and various unrelated diseases such as cancer. Given the recent increase in research activity in this area, its promise to radically change clinical research, and the relative lack of widespread knowledge about its potential and advances, we surveyed the available literature to understand the strengths and limitations of these new tools. We also outline new databases and techniques that are available to researchers worldwide, with special focus on work pertaining to the broad and rapid monitoring of drug safety and secondary effects.;Ali Zarrinpar and Ting-Yuan {David Cheng} and Zhiguang Huo;Surgery (Q2);1614.0;196.0;United States;1961-2021;10.1016/j.jss.2019.09.053;0.01875;108.0;;00224804;10958673;00224804;10958673;2.192;Electronic health record, Big data, Drug safety, Health care database, Cancer risk;Academic Press Inc.;;2850.0;Northern America;780.0;Q2;21728.0;Journal of surgical research;What can we learn about drug safety and other effects in the era of electronic health records and big data that we would not be able to learn from classic epidemiology?;17062.0;3583.0;688.0;1666.0;19607.0;journal;article;2020
"Shales are a class of multiscale, multiphase, hybrid inorganic-organic composite materials exhibiting both frictional and cohesive behavior, and it is very challenging to characterize and interpret their complex mechanical properties. A statistical nanoindentation approach with pertinent viable data analytics was developed to probe the mechanical properties of shales across different length scales. Grid nanoindentation experiments with continuous stiffness measurement performed on shales to relatively large depths of 6–8 µm obtained massive data, which were processed by the new data analytics: segmentation at selected depths of a great number (e.g., >500) of continuous Young's modulus versus indentation depth curves obtained from unknown constituent phases yielded multiple discretized sub-datasets that were processed to extract individual phases’ elastic moduli at respective segmentation depths via probability density function (PDF)-based deconvolution; these depth-dependent Young's moduli of each phase were then fitted by a newly proposed surround effect model, leading to determination of the properties of both individual phases at the nano/micro-scales (i.e., virtually infinitesimal depths) and the bulk rock at the macroscale (i.e., ~10–100 µm depths). A significant advantage of this massive data-based indentation approach is that the mechanical properties of composite materials such as shales can be probed across different scales by a single measurement technique. In addition, a new criterion, termed Bin Size Index, was formulated for selecting depth-dependent, rational, optimized bin sizes for PDF construction. For the studied shales, results show that five mechanically-distinct phases are discerned, including a virtual interface phase between hard and soft constituents accounting for a majority of indents. Coincidently, the Young's modulus of the bulk rock is nearly the same as that of the interface phase, suggesting that the macroscopic properties of similar composites may be estimated from measurements on the interface of two phases with contrasting mechanical properties. Finally, this approach can guide the selection of appropriate indentation depths to probe the mechanical properties of both highly heterogeneous bulk materials at the macroscale and their individual constituent phases at the nano/micro-scale.";Shengmin Luo and Yunhu Lu and Yongkang Wu and Jinliang Song and Don J. DeGroot and Yan Jin and Guoping Zhang;"Condensed Matter Physics (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)";725.0;616.0;United Kingdom;1952-2020;10.1016/j.jmps.2020.103945;0.01754;173.0;;00225096;00225096;00225096;00225096;5.471;Data analytics, Nanoindentation, Shale, Surround effect, Young's modulus;Elsevier Ltd.;;5399.0;Western Europe;1857.0;Q1;14428.0;Journal of the mechanics and physics of solids;Cross-scale characterization of the elasticity of shales: statistical nanoindentation and data analytics;24119.0;4551.0;315.0;727.0;17008.0;journal;article;2020
With the wide adoption of functional magnetic resonance imaging (fMRI) by cognitive neuroscience researchers, large volumes of brain imaging data have been accumulated in recent years. Aggregating these data to derive scientific insights often faces the challenge that fMRI data are high-dimensional, heterogeneous across people, and noisy. These challenges demand the development of computational tools that are tailored both for the neuroscience questions and for the properties of the data. We review a few recently developed algorithms in various domains of fMRI research: fMRI in naturalistic tasks, analyzing full-brain functional connectivity, pattern classification, inferring representational similarity and modeling structured residuals. These algorithms all tackle the challenges in fMRI similarly: they start by making clear statements of assumptions about neural data and existing domain knowledge, incorporate those assumptions and domain knowledge into probabilistic graphical models, and use those models to estimate properties of interest or latent structures in the data. Such approaches can avoid erroneous findings, reduce the impact of noise, better utilize known properties of the data, and better aggregate data across groups of subjects. With these successful cases, we advocate wider adoption of explicit model construction in cognitive neuroscience. Although we focus on fMRI, the principle illustrated here is generally applicable to brain data of other modalities.;Ming Bo Cai and Michael Shvartsman and Anqi Wu and Hejia Zhang and Xia Zhu;"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1)";1023.0;303.0;United Kingdom;1963-2020;10.1016/j.neuropsychologia.2020.107500;0.02238;206.0;;00283932;18733514;00283932;18733514;3.139;Probabilistic graphical model, Bayesian, fMRI, Cognitive neuroscience, Big data, Factor model, Matrix normal;Elsevier Ltd.;;8150.0;Western Europe;1439.0;Q1;18009.0;Neuropsychologia;Incorporating structured assumptions with probabilistic graphical models in fmri data analysis;28496.0;3257.0;333.0;1036.0;27141.0;journal;article;2020
Existing logo detection methods usually consider a small number of logo classes, limited images per class and assume fine-gained object bounding box annotations. This limits their scalability to real-world dynamic applications. In this work, we tackle these challenges by exploring a web data learning principle without the need for exhaustive manual labelling. Specifically, we propose a novel incremental learning approach, called Scalable Logo Self-co-Learning (SL2), capable of automatically self-discovering informative training images from noisy web data for progressively improving model capability in a cross-model co-learning manner. Moreover, we introduce a very large (2,190,757 images of 194 logo classes) logo dataset “WebLogo-2M” by designing an automatic data collection and processing method. Extensive comparative evaluations demonstrate the superiority of SL2 over the state-of-the-art strongly and weakly supervised detection models and contemporary web data learning approaches.;Hang Su and Shaogang Gong and Xiatian Zhu;"Artificial Intelligence (Q1); Computer Vision and Pattern Recognition (Q1); Signal Processing (Q1); Software (Q1)";1168.0;1035.0;United Kingdom;1968-2021;10.1016/j.patcog.2019.107003;0.03271;210.0;;00313203;00313203;00313203;00313203;7.74;Object detection, Logo recognition, Logo dataset, Web data mining, Self-Learning, Co-Learning;Elsevier Ltd.;;4738.0;Western Europe;1492.0;Q1;24823.0;Pattern recognition;Scalable logo detection by self co-learning;33363.0;12476.0;412.0;1180.0;19522.0;journal;article;2020
Petrographic analysis based on microfacies identification in thin sections is widely used in sedimentary environment interpretation and paleoecological reconstruction. Fossil recognition from microfacies is an essential procedure for petrographers to complete this task. Distinguishing the morphological and microstructural diversity of skeletal fragments requires extensive prior knowledge of fossil morphotypes in microfacies and long training sessions under the microscope. This requirement engenders certain challenges for sedimentologists and paleontologists, especially novices. However, a machine classifier can help address this challenge. In this study, we collected a microfacies image dataset comprising both public data from 1133 references and our own materials (including a total of 30,815 images of 22 fossil and abiotic grain groups). We employed a high-performance workstation to implement four classic deep convolutional neural networks, which have proven to be highly efficient in computer vision. Our framework uses a transfer learning technique, which reuses the pre-trained parameters that are trained on a larger ImageNet dataset as initialization for the network to achieve high accuracy with low computing costs. We obtained up to 95% of the top one and 99% of the top three test accuracies in the Inception ResNet v2 architecture. The machine classifier exhibited 0.99 precision on minerals such as dolomite and pyrite. Although it had some difficulty on samples having similar morphologies, such as bivalve, brachiopod, and ostracod, it nevertheless obtained 0.88 precision. Our machine learning framework demonstrates high accuracy with reproducibility and bias avoidance that is comparable to those of human classifiers. Its application can thus eliminate much of the tedious, manually intensive efforts by human experts conducting routine identification.;Xiaokang Liu and Haijun Song;"Geology (Q1); Stratigraphy (Q1)";401.0;338.0;Netherlands;1967-2020;10.1016/j.sedgeo.2020.105790;0.00845;113.0;;00370738;00370738;00370738;00370738;3.397;Microfossils, Minerals, Sedimentary structures, Machine learning, Transfer learning;Elsevier;;9285.0;Western Europe;1234.0;Q1;26319.0;Sedimentary geology;Automatic identification of fossils and abiotic grains during carbonate microfacies analysis using deep convolutional neural networks;14860.0;1466.0;127.0;403.0;11792.0;journal;article;2020
The high-speed rail (HSR) of China has developed and expanded rapidly and made great achievements in the past twenty years. The ongoing HSR plan is expected to have a significant impact on the urban economy and spatial structure in China. However, relevant data-driven research is still lacking. Traditional data collection approaches such as field surveys are costly to assure the accuracy of materials. In this study, a new remote sensing perspective of night-time light (NTL) was adopted to observe the long-term impact of the HSR on cities along the rail. More specifically, we investigated the impact of the Beijing–Guangzhou High-Speed Railway (BGHSR) on urban economic development by using night-time light data from 2002 to 2018. Such a line connects the capital (located in the north of China) and southern China and lies on the most important geographic axis of the country. Our results find that the construction of BGHSR line has a considerable positive impact on economies of first-tier cities (e.g., Beijing and Guangzhou) and new-first-tier cities (e.g., Zhengzhou, Wuhan, and Changsha), but also hurt some second-tier and third-tier cities such as Baoding and Handan. Generally, the spatial economic pattern of cities along the BGHSR line has been rapidly reshaped with the change of the transportation system. Each city needs to reconsider its role and value in the coming regionalization process to adapt to the national strategy.;Yunxiang Guo and Wenhao Yu and Zhanlong Chen and Renwei Zou;"Geography, Planning and Development (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1); Economics and Econometrics (Q2); Statistics, Probability and Uncertainty (Q2)";137.0;509.0;United Kingdom;1967-2020;10.1016/j.seps.2020.100905;0.00155;52.0;;00380121;00380121;00380121;00380121;4.923;High-speed rail, Urban economic development, Nighttime light image, Urban agglomeration, China;Elsevier Ltd.;;5721.0;Western Europe;1020.0;Q1;18291.0;Socio-economic planning sciences;Impact of high-speed rail on urban economic development: an observation from the beijing-guangzhou line based on night-time light images;2347.0;706.0;200.0;141.0;11441.0;journal;article;2020
Has the rise of data-intensive science, or ‘big data’, revolutionized our ability to predict? Does it imply a new priority for prediction over causal understanding, and a diminished role for theory and human experts? I examine four important cases where prediction is desirable: political elections, the weather, GDP, and the results of interventions suggested by economic experiments. These cases suggest caution. Although big data methods are indeed very useful sometimes, in this paper's cases they improve predictions either limitedly or not at all, and their prospects of doing so in the future are limited too.;Robert Northcott;"History (Q1); History and Philosophy of Science (Q1)";134.0;122.0;United Kingdom;1970-1971, 1974-1978, 1980-1981, 1983-1986, 1988, 1990-2020;10.1016/j.shpsa.2019.09.002;;37.0;;00393681;00393681;18792510;00393681;;Big data, Prediction, Case studies, Explanation, Elections, Weather;Elsevier Ltd.;;5317.0;Western Europe;615.0;Q1;11600154632.0;Studies in history and philosophy of science part a;Big data and prediction: four case studies;;229.0;95.0;150.0;5051.0;journal;article;2020
The interrogation of established, large-scale datasets presents great opportunities in health data science for the linkage and mining of potentially disparate resources to create new knowledge in a fast and cost-efficient manner. The number of datasets that can be queried in the field of multimorbidity is vast, ranging from national administrative and audit datasets, large clinical, technical and biological cohorts, through to more bespoke data collections made available by individual organisations and laboratories. However, with these opportunities also come technical and regulatory challenges that require an informed approach. In this review, we outline the potential benefits of using previously collected data as a vehicle for research activity. We illustrate the added value of combining potentially disparate datasets to find answers to novel questions in the field. We focus on the legal, governance and logistical considerations required to hold and analyse data acquired from disparate sources and outline some of the solutions to these challenges. We discuss the infrastructure resources required and the essential considerations in data curation and informatics management, and briefly discuss some of the analysis approaches currently used.;Christopher Boulton and J. Mark Wilkinson;"Aging (Q1); Developmental Biology (Q2)";269.0;501.0;Ireland;1972-2020;10.1016/j.mad.2020.111310;0.00451;117.0;;00476374;18726216;00476374;18726216;5.432;Public datasets, Legislation, Information governance, Data curation, Multimorbidity;Elsevier Ireland Ltd;;9974.0;Western Europe;1534.0;Q1;29640.0;Mechanisms of ageing and development;Use of public datasets in the examination of multimorbidity: opportunities and challenges;7302.0;1383.0;144.0;279.0;14363.0;journal;article;2020
