search_id;title;abstract;publication_year;authors;doi;content_type;issn;isbn
ieee_20221205_08_32_33;Social-Network-Sourced Big Data Analytics;Very large datasets, also known as big data, originate from many domains. Deriving knowledge is more difficult than ever when we must do it by intricately processing this big data. Leveraging the social network paradigm could enable a level of collaboration to help solve big data processing challenges. Here, the authors explore using personal ad hoc clouds comprising individuals in social networks to address such challenges.;2013;Wei Tan;10.1109/MIC.2013.100;Magazines;1941-0131;
ieee_20221205_08_32_33;A Discussion of Privacy Challenges in User Profiling with Big Data Techniques: The EEXCESS Use Case;User profiling is the process of collecting information about a user in order to construct their profile. The information in a user profile may include various attributes of a user such as geographical location, academic and professional background, membership in groups, interests, preferences, opinions, etc. Big data techniques enable collecting accurate and rich information for user profiles, in particular due to their ability to process unstructured as well as structured information in high volumes from multiple sources. Accurate and rich user profiles are important for applications such as recommender systems, which try to predict elements that a user has not yet considered but may find useful. The information contained in user profiles is personal and thus there are privacy issues related to user profiling. In this position paper, we discuss user profiling with big data techniques and the associated privacy challenges. We also discuss the ongoing EU-funded EEXCESS project as a concrete example of constructing user profiles with big data techniques and the approaches being considered for preserving user privacy.;2013;Omar Hasan;10.1109/BigData.Congress.2013.13;Conferences;2379-7703;978-0-7695-5006-0
ieee_20221205_08_32_33;Engineering Privacy for Big Data Apps with the Unified Modeling Language;This paper describes proposed privacy extensions to UML to help software engineers to quickly visualize privacy requirements, and design privacy into big data applications. To adhere to legal requirements and/or best practices, big data applications will need to apply Privacy by Design principles and use privacy services, such as, and not limited to, anonymization, pseudonymization, security, notice on usage, and consent for usage. We extend UML with ribbon icons representing needed big data privacy services. We further illustrate how privacy services can be usefully embedded in use case diagrams using containers. These extensions to UML help software engineers to visually and quickly model privacy requirements in the analysis phase, this phase is the longest in any software development effort. As proof of concept, a prototype based on our privacy extensions to Microsoft Visio's UML is created and the utility of our UML privacy extensions to the Use Case Diagram artifact is illustrated employing an IBM Watson-like commercial use case on big data in a health sector application.;2013;Dawn N. Jutla;10.1109/BigData.Congress.2013.15;Conferences;2379-7703;978-0-7695-5006-0
ieee_20221205_08_32_33;Consistent Process Mining over Big Data Triple Stores;'Big Data' techniques are often adopted in cross-organization scenarios for integrating multiple data sources to extract statistics or other latent information. Even if these techniques do not require the support of a schema for processing data, a common conceptual model is typically defined to address name resolution. This implies that each local source is tasked of applying a semantic lifting procedure for expressing the local data in term of the common model. Semantic heterogeneity is then potentially introduced in data. In this paper we illustrate a methodology designed to the implementation of consistent process mining algorithms in a `Big Data' context. In particular, we exploit two different procedures. The first one is aimed at computing the mismatch among the data sources to be integrated. The second uses mismatch values to extend data to be processed with a traditional map reduce algorithm.;2013;Antonia Azzini;10.1109/BigData.Congress.2013.17;Conferences;2379-7703;978-0-7695-5006-0
ieee_20221205_08_32_33;Towards Cloud-Based Analytics-as-a-Service (CLAaaS) for Big Data Analytics in the Cloud;Data Analytics has proven its importance in knowledge discovery and decision support in different data and application domains. Big data analytics poses a serious challenge in terms of the necessary hardware and software resources. The cloud technology today offers a promising solution to this challenge by enabling ubiquitous and scalable provisioning of the computing resources. However, there are further challenges that remain to be addressed such as the availability of the required analytic software for various application domains, estimation and subscription of necessary resources for the analytic job or workflow, management of data in the cloud, and design, verification and execution of analytic workflows. We present a taxonomy for analytic workflow systems to highlight the important features in existing systems. Based on the taxonomy and a study of the existing analytic software and systems, we propose the conceptual architecture of CLoud-based Analytics-as-a-Service (CLAaaS), a big data analytics service provisioning platform, in the cloud. We outline the features that are important for CLAaaS as a service provisioning system such as user and domain specific customization and assistance, collaboration, modular architecture for scalable deployment and Service Level Agreement.;2013;Farhana Zulkernine;10.1109/BigData.Congress.2013.18;Conferences;2379-7703;978-0-7695-5006-0
ieee_20221205_08_32_33;Towards a Quality-centric Big Data Architecture for Federated Sensor Services;As the Internet of Things (IoT) paradigm gains popularity, the next few years will likely witness 'servitization' of domain sensing functionalities. We envision a cloud-based eco-system in which high quality data from large numbers of independently-managed sensors is shared or even traded in real-time. Such an eco-system will necessarily have multiple stakeholders such as sensor data providers, domain applications that utilize sensor data (data consumers), and cloud infrastructure providers who may collaborate as well as compete. While there has been considerable research on wireless sensor networks, the challenges involved in building cloud-based platforms for hosting sensor services are largely unexplored. In this paper, we present our vision for data quality (DQ)-centric big data infrastructure for federated sensor service clouds. We first motivate our work by providing real-world examples. We outline the key features that federated sensor service clouds need to possess. This paper proposes a big data architecture in which DQ is pervasive throughout the platform. Our architecture includes a markup language called SDQ-ML for describing sensor services as well as for domain applications to express their sensor feed requirements. The paper explores the advantages and limitations of current big data technologies in building various components of the platform. We also outline our initial ideas towards addressing the limitations.;2013;Lakshmish Ramaswamy;10.1109/BigData.Congress.2013.21;Conferences;2379-7703;978-0-7695-5006-0
ieee_20221205_08_32_33;Approximate Incremental Big-Data Harmonization;The needs of `big data analytics' increasingly require IT organizations to ingest, process, and extract business insights from ever larger volumes of data that arrive far more rapidly than before, as well as from new sources such as social media, mobile devices, and sensors. However, in order to extract insights from diverse information feeds from multiple, often unrelated sources, these first need to be correlated or harmonized to a common level of granularity. We formally define this commonly arising data harmonization problem. We show how to correlate disparate data sources using map-reduce, but in an approximate and/or incremental manner as often required in practice. We motivate our techniques through a real-life enterprise data-harmonization case study for which we describe our performance results on big-data technologies, namely, Map Reduce, Hadoop and PIG.;2013;Puneet Agarwal;10.1109/BigData.Congress.2013.24;Conferences;2379-7703;978-0-7695-5006-0
ieee_20221205_08_32_33;Countering the Concept-Drift Problem in Big Data Using iOVFDT;How to efficiently uncover the knowledge hidden within massive and big data remains an open problem. One of the challenges is the issue of 'concept drift' in streaming data flows. Concept drift is a well-known problem in data analytics, in which the statistical properties of the attributes and their target classes shift over time, making the trained model less accurate. Many methods have been proposed for data mining in batch mode. Stream mining represents a new generation of data mining techniques, in which the model is updated in one pass whenever new data arrive. This one-pass mechanism is inherently adaptive and hence potentially more robust than its predecessors in handling concept drift in data streams. In this paper, we evaluate the performance of a family of decision-tree-based data stream mining algorithms. The advantage of incremental decision tree learning is the set of rules that can be extracted from the induced model. The extracted rules, in the form of predicate logics, can be used subsequently in many decision-support applications. However, the induced decision tree must be both accurate and compact, even in the presence of concept drift. We compare the performance of three typical incremental decision tree algorithms (VFDT [2], ADWIN [3], iOVFDT [4]) in dealing with concept-drift data. Both synthetic and real-world drift data are used in the experiment. iOVFDT is found to produce superior results.;2013;Hang Yang;10.1109/BigData.Congress.2013.25;Conferences;2379-7703;978-0-7695-5006-0
ieee_20221205_08_32_33;Challenges of Privacy Protection in Big Data Analytics;The big data paradigm implies that almost every type of information eventually can be derived from sufficiently large datasets. However, in such terms, linkage of personal data of individuals poses a severe threat to privacy and civil rights. In this position paper, we propose a set of challenges that have to be addressed in order to perform big data analytics in a privacy-compliant way.;2013;Meiko Jensen;10.1109/BigData.Congress.2013.39;Conferences;2379-7703;978-0-7695-5006-0
ieee_20221205_08_32_33;Techniques for Graph Analytics on Big Data;Graphs enjoy profound importance because of their versatility and expressivity. They can be effectively used to represent social networks, web search engines and genome sequencing. The field of graph pattern matching has been of significant importance and has wide-spread applications. Conceptually, we want to find subgraphs that match a pattern in a given graph. Much work has been done in this field with solutions like Subgraph Isomorphism and Regular Expression matching. With Big Data, scientists are frequently running into massive graphs that have amplified the challenge that this area poses. We study the speedup and communication behavior of three distributed algorithms for inexact graph pattern matching. We also study the impact of different graph partitionings on runtime and network I/O. Our extensive results show that the algorithms exhibit excellent scalable behavior and min-cut partitioning can lead to improved performance under some circumstances, and can drastically reduce the network traffic as well.;2013;M. Usman Nisar;10.1109/BigData.Congress.2013.78;Conferences;2379-7703;978-0-7695-5006-0
ieee_20221205_08_32_33;Service-Generated Big Data and Big Data-as-a-Service: An Overview;With the prevalence of service computing and cloud computing, more and more services are emerging on the Internet, generating huge volume of data, such as trace logs, QoS information, service relationship, etc. The overwhelming service-generated data become too large and complex to be effectively processed by traditional approaches. How to store, manage, and create values from the service-oriented big data become an important research problem. On the other hand, with the increasingly large amount of data, a single infrastructure which provides common functionality for managing and analyzing different types of service-generated big data is urgently required. To address this challenge, this paper provides an overview of service-generated big data and Big Data-as-a-Service. First, three types of service-generated big data are exploited to enhance system performance. Then, Big Data-as-a-Service, including Big Data Infrastructure-as-a-Service, Big Data Platform-as-a-Service, and Big Data Analytics Software-as-a-Service, is employed to provide common big data related services (e.g., accessing service-generated big data and data analytics results) to users to enhance efficiency and reduce cost.;2013;Zibin Zheng;10.1109/BigData.Congress.2013.60;Conferences;2379-7703;978-0-7695-5006-0
ieee_20221205_08_32_33;Big Data Infrastructure for Active Situation Awareness on Social Network Services;Awareness computing aims at our final goal in computer science to simulate human's awareness and cognition. Awareness of social network knowledge in everyday life is actively enabled by big data society. In this paper, we investigate infrastructure for big data analytics for social network services, and propose TF-IDF calculation on big data infrastructure to be aware of social relations on social networks.;2013;Incheon Paik;10.1109/BigData.Congress.2013.61;Conferences;2379-7703;978-0-7695-5006-0
ieee_20221205_08_32_33;Storage Mining: Where IT Management Meets Big Data Analytics;The emerging paradigm shift to cloud based data center infrastructures imposes remarkable challenges to IT management operations, e.g., due to virtualization techniques and more stringent requirements for cost and efficiency. On one hand, the voluminous data generated by daily IT operations such as logs and performance measurements contain abundant information and insights which can be leveraged to assist the IT management. On the other hand, traditional IT management solutions cannot consume and exploit the rich information contained in the data due to the daunting volume, velocity, variety, as well as the lack of scalable data mining and machine learning frameworks to extract insights from such raw data. In this paper, we present our on-going research thrust of designing novel IT management solutions by leveraging big data analytics frameworks. As an example, we introduce our project of Storage Mining, which exploits big data analytics techniques to facilitate storage cloud management. The challenges are discussed and our proof-of-concept big data analytics framework is presented.;2013;Yang Song;10.1109/BigData.Congress.2013.66;Conferences;2379-7703;978-0-7695-5006-0
ieee_20221205_08_32_33;Distributed Stochastic Aware Random Forests -- Efficient Data Mining for Big Data;Some top data mining algorithms, as ensemble classifiers, may be inefficient to very large data set. This paper makes an initial proposal of a distributed ensemble classifier algorithm based on the popular Random Forests for Big Data. The proposed algorithm aims to improve the efficiency of the algorithm by a distributed processing model called MapReduce. At the same time, our proposed algorithm aims to reduce the randomness impact by following an algorithm called Stochastic Aware Random Forests - SARF.;2013;Joaquim Assunção;10.1109/BigData.Congress.2013.68;Conferences;2379-7703;978-0-7695-5006-0
ieee_20221205_08_32_33;The Knowledge Service Project in the Era of Big Data;The integration of industrialization and IT application is going to be one of the Chinese new economy development strategies in the future. Therefore, how to make Big Data useful in generating significant productivity improvement in industries has already become one of the most important issues. This paper outlines the platform of knowledge service based on big data processing techniques, which have guided the implementation of the integration of industrialization and IT application in Shenyang. And some challenges we met during implementation of the project were also discussed.;2013;Dongfeng Cai;10.1109/BigData.Congress.2013.70;Conferences;2379-7703;978-0-7695-5006-0
ieee_20221205_08_32_33;A Novel Use of Big Data Analytics for Service Innovation Harvesting;Service innovation has assumed considerable significance with the growth of the services sectors of economies globally, yet progress has been slow in devising carefully formulated, systematic techniques to under pin service innovation. This paper argues that a novel approach to big data analytics offers interesting solutions in this space. The paper argues that the use of big data analytics for generating enterprise service insights is often ignored (while the extraction of insights about customers, the market and the enterprise context has received considerable attention). The paper offers a set of techniques (collectively referred to as innovation harvesting) which leverage big data in various forms, including object state sensor data, behaviour logs as well large-scale sources of open data such as the web to mine service innovation insights. The paper also outlines how systematic search might help overcome the limitations of big data analytics in this space.;2013;Aditya K. Ghose;10.1109/ICSSI.2013.45;Conferences;;978-0-7695-4985-9
ieee_20221205_08_32_33;Innovation as the strategic driver of sustainability: big data knowledge for profit and survival;Innovation has long been a central strategic focus of firms, and sustainability has recently become such a focus. We posit that innovation-across the value chain, in strategy, and in business models-is the central element of any truly sustainable business. Linking the theoretical models of Market Orientation (MO) and the Resource Based View of the Firm (RBV), purposive search directed through a Knowledge Based View (KBV) offers a schematic outline for how and where applications of big data analytics can facilitate innovation for long-term sustainability of the firm-for survival, profit, and dynamic fit with the changing environment.;2013;Mariann Jelinek;10.1109/EMR.2013.2259978;Journals;1937-4178;
ieee_20221205_08_32_33;Efficient global portfolios: Big data and investment universes;In this analysis of the risk and return of stocks in the United States and global markets, we apply several portfolio construction and optimization techniques to U.S. and global stock universes. We find that (1) mean-variance techniques continue to produce portfolios capable of generating excess returns above transaction costs and statistically significant asset selection, (2) optimization techniques minimizing expected tail loss are statistically significant in portfolio construction, and (3) global markets offer the potential for greater returns relative to risk than domestic markets. In this experiment, mean-variance, enhanced-index-tracking techniques, and mean-expected tail-loss methodologies are examined. Global equity data and the vast quantity (and quality) of the data relative to U.S. equity modeling have been discussed in the literature. We estimate expected return models in the U.S. and global equity markets using a given stock-selection model and generate statistically significant active returns from various portfolio construction techniques.;2013;J. B. Guerard;10.1147/JRD.2013.2272483;Journals;0018-8646;
ieee_20221205_08_32_33;Storm System Database: A Big Data Approach to Moving Object Databases;Rainfall data is often collected by measuring the amount of precipitation collected in a physical container at a site. Such methods provide precise data for those sites, but are limited in granularity to the number and placement of collection devices. We use radar images of storm systems that are publicly available and provide rainfall estimates for large regions of the globe, but at the cost of loss of precision. We present a moving object database called Storm DB that stores decibel measurements of rain clouds as moving regions, i.e., we store a single rain cloud as a region that changes shape and position over time. Storm DB is a prototype system that answers rain amount queries over a user defined time duration for any point in the continental United States. In other words, a user can ask the database for the amount of rainfall that fell at any point in the US over a specified time window. Although this single query seems straightforward, it is complicated due to the expected size of the dataset: storm clouds are numerous, radar images are available in high resolution, and our system will collect data over a large timeframe, thus, we expect the number and size of moving regions representing storm clouds to be large. To implement our proposed query, we bring together the following concepts: (i) image processing to retrieve storm clouds from radar images, (ii) interpolation mechanisms to construct moving regions with infinite temporal resolution from region snapshots, (iii) transformations to compute exact point in moving polygon queries using 2-dimensional rather than 3-dimensional algorithms, (iv) GPU algorithms for massively parallel computation of the duration that a point lies inside a moving polygon, and (v) map/reduce algorithms to provide scalability. The resulting prototype lays the groundwork for building big data solutions for moving object databases.;2013;Brian Olsen;10.1109/COMGEO.2013.30;Conferences;;978-0-7695-5012-1
ieee_20221205_08_32_33;Efficient Online Sharing of Geospatial Big Data Using NoSQL XML Databases;Summary form only given: Today a huge amount of geospatial data is being created, collected and used more than ever before. The ever increasing observations and measurements of geo-sensor networks, satellite imageries, point clouds from laser scanning, geospatial data of Location Based Services (LBS) and location-based social networks has become a serious challenge for data management and analysis systems. Traditionally, Relational Database Management Systems (RDBMS) were used to manage and to some extent analyze the geospatial data. Nowadays these systems can be used in many scenarios but there are some situations when using these systems may not provide the required efficiency and effectiveness. More specifically when the geospatial data has high volume, high frequency of change (in both data content and data structure) and variety of structures, the conventional data storage systems cannot provide needed efficiency in online systems in terms of performance and scalability. In these situations, NoSQL solutions can provide the efficiency necessary for applications using geospatial data. This paper provides an overview of the characteristics of geospatial big data, possible solutions for managing and processing them. Then the paper provides an overview of the major types of NoSQL solutions, their advantages and disadvantages and the challenges they present in managing geospatial big data. Then the paper elaborates on serving geospatial data using standard geospatial web services with a NoSQL XML database as a backend.;2013;Pouria Amirian;10.1109/COMGEO.2013.34;Conferences;;978-0-7695-5012-1
ieee_20221205_08_32_33;Big Data: Unleashing information;Summary form only given. At present, it is projected that about 4 zettabytes (or 10**21 bytes) of electronic data are being generated per year by everything from underground physics experiments to retail transactions to security cameras to global positioning systems. In the U. S., major research programs are being funded to deal with big data in all five economic sectors (i.e., services, manufacturing, construction, agriculture and mining) of the economy. Big Data is a term applied to data sets whose size is beyond the ability of available tools to undertake their acquisition, access, analytics and/or application in a reasonable amount of time. Whereas Tien (2003) forewarned about the data rich, information poor (DRIP) problems that have been pervasive since the advent of large-scale data collections or warehouses, the DRIP conundrum has been somewhat mitigated by the Big Data approach which has unleashed information in a manner that can support informed - yet, not necessarily defensible or knowledgeable - decisions or choices. Thus, by somewhat overcoming data quality issues with data quantity, data access restrictions with on-demand cloud computing, causative analysis with correlative data analytics, and model-driven with evidence-driven applications, appropriate actions can be undertaken with the obtained information. New acquisition, access, analytics and application technologies are being developed to further Big Data as it is being employed to help resolve the 14 grand challenges (identified by the National Academy of Engineering in 2008), underpin the 10 breakthrough technologies (compiled by the Massachusetts Institute of Technology in 2013) and support the Third Industrial Revolution of mass customization.;2013;James M. Tien;10.1109/ICSSSM.2013.6602615;Conferences;2161-1904;978-1-4673-4434-0
ieee_20221205_08_32_33;Store, schedule and switch - A new data delivery model in the big data era;The big data era is posing unprecedented challenges on the existing network infrastructure. In today's networks, data are transferred across the network as a combination of a series of packets, delivered one by one, without considering the data in their entirety with respective service level requirements. The so called elephant data, which may be less sensitive to transfer delay, compete precious network resources with mice data, in most cases from interactive and delay sensitive applications. Consequently, the Quality of Service (QoS) of interactive applications is hard to provision, and the utility of network is low. We propose a new data transfer model to complement the existing per-packet forwarding paradigm. In the new data transfer model, a service level requirement is assigned (by the data source) to each big data transfer request. Instead of transferring these data on per-packet bases immediately upon entering the network, the network stores the data until it find necessary, or enough network resource is available for that transfer. The scheduled data delivery is realized through the use of dynamic circuit switching. We also present some preliminary simulation results of SSS networks.;2013;Weiqiang Sun;10.1109/ICTON.2013.6602860;Conferences;2162-7339;978-1-4799-0683-3
ieee_20221205_08_32_33;Study on Big Data Center Traffic Management Based on the Separation of Large-Scale Data Stream;The network of traditional data center has been usually designed and constructed for the provision of user's equal access of data centre's resource or data. Therefore, network administrators have a strong tendency to manage user traffic from the viewpoint that the traffic has a similar size and characteristics. But, the emersion of big data begins to make data centers have to deal with 1015 byte-data transfer at once. Such a big data transfer can cause problems in network traffic management in the existed data center. And, the tiered network architecture of the legacy data center magnifies the magnitude of the problems. One of the well-known big data in science is from large hadron collider such as LHC in Swiss CERN. CERN LHC generates multi-peta byte data per year. From our experience of CERN data service, this paper showed the impact of network traffic affected by large-scale data stream using NS2 simulation, and then, suggested the evolution direction based on separating of large-scale data stream for the big data center's network architecture.;2013;Hyoung Woo Park;10.1109/IMIS.2013.104;Conferences;;978-0-7695-4974-3
ieee_20221205_08_32_33;Split File Model for Big Data in Low Throughput Storage;The demand for low-cost, large-scale storage is increasing. Recently, several low-throughput storage services such as the Pogo plug Cloud have been developed. These services are based on Amazon Glacier. They have low throughput, but low cost and large capacity. Therefore, these services are suitable for backups or archiving big data and can be used instead of offline storage tiers. To utilize such low throughput storage efficiently, we need tools for effective deduplication and resumable transfers, amongst others. We propose a split file model that can represent big data efficiently in low throughput storage. In the split file model, a large file is divided into many small parts, which are stored in a directory. We have developed tool commands to support the use of split files in a transparent way. Using these commands, replicated data is naturally excluded and effective shallow copying is supported. In this paper, we describe the split file model in detail and evaluate an implementation thereof.;2013;Minoru Uehara;10.1109/CISIS.2013.48;Conferences;;978-0-7695-4992-7
ieee_20221205_08_32_33;Assisting developers of Big Data Analytics Applications when deploying on Hadoop clouds;Big data analytics is the process of examining large amounts of data (big data) in an effort to uncover hidden patterns or unknown correlations. Big Data Analytics Applications (BDA Apps) are a new type of software applications, which analyze big data using massive parallel processing frameworks (e.g., Hadoop). Developers of such applications typically develop them using a small sample of data in a pseudo-cloud environment. Afterwards, they deploy the applications in a large-scale cloud environment with considerably more processing power and larger input data (reminiscent of the mainframe days). Working with BDA App developers in industry over the past three years, we noticed that the runtime analysis and debugging of such applications in the deployment phase cannot be easily addressed by traditional monitoring and debugging approaches. In this paper, as a first step in assisting developers of BDA Apps for cloud deployments, we propose a lightweight approach for uncovering differences between pseudo and large-scale cloud deployments. Our approach makes use of the readily-available yet rarely used execution logs from these platforms. Our approach abstracts the execution logs, recovers the execution sequences, and compares the sequences between the pseudo and cloud deployments. Through a case study on three representative Hadoop-based BDA Apps, we show that our approach can rapidly direct the attention of BDA App developers to the major differences between the two deployments. Knowledge of such differences is essential in verifying BDA Apps when analyzing big data in the cloud. Using injected deployment faults, we show that our approach not only significantly reduces the deployment verification effort, but also provides very few false positives when identifying deployment failures.;2013;Weiyi Shang;10.1109/ICSE.2013.6606586;Conferences;1558-1225;978-1-4673-3073-2
ieee_20221205_08_32_33;How deep data becomes big data;We present some problems and solutions for situations when compound and semantically rich nature of data records, such as scientific articles, creates challenges typical for big data processing. Using a case study of named entity matching in SONCA system we show how big data problems emerge and how they are solved by bringing together methods from database management and computational intelligence.;2013;Marcin Szczuka;10.1109/IFSA-NAFIPS.2013.6608465;Conferences;;978-1-4799-0348-1
ieee_20221205_08_32_33;Big-data integration methodologies for effective management and data mining of petroleum digital ecosystems;"Petroleum industries' big data characterize heterogeneity and they are often multidimensional in nature. In the recent past, explorers narrate petroleum system, as an ecosystem, in which elements and processes are constantly interacted and communicated each other. Exploration is one of the key super-type data dimensions of petroleum ecosystem, (including seismic dimension), exhibiting high degree of heterogeneity, sequence identity and structural similarity; this is especially the case for, elements and processes that are unique to petroleum systems of South East Asia. Existing approaches of petroleum data organizations have limitations in capturing and integrating petroleum systems data. An alternative method uses ontologies and does not rely on keywords or similarity metrics. The conceptual framework of petroleum ontology (PO) is to promote reuse of concepts and a set of algebraic operators for querying petroleum ontology instances. This ontology-based fine-grained multidimensional data structuring adapts to warehouse metadata modeling. The data integration process facilitates to metadata models, which are deduced for Indonesian sedimentary basins, and is useful for data mining and subsequent data interpretation including geological knowledge mapping.";2013;Shastri L Nimmagadda;10.1109/DEST.2013.6611345;Conferences;2150-4946;978-1-4799-0784-7
ieee_20221205_08_32_33;Data migration ecosystem for big data invited paper;Data Migration is the process of moving data from a system or systems to a new environment. Often, it is a sub-activity of a business application deployment. Big data is defined as data that is huge, has heterogeneous data dictionaries and involves complex manipulation. Due to nature of the process complexity and its resources hungry approach in migrating Big Data, special attention is required to have a proven methodology and ecosystem to govern the process. The Data Migration Ecosystem for Big Data is the productive set of interacting processes, practices and environments, to collect data from one location, storage medium, or hardware/software system, to cleanse, transform and transfer it to another. The processes and practices are governed by rules and disciplines, with the goal of ensuring information is complete, of high accuracy and consistent. This paper is based on our experience in migrating data for a Malaysia government agency, which involves approximately 1 billion rows of data from 31 heterogeneous sources / systems. Some of the data migrated was created in the seventies (1970), for which the business logic has since been enhanced or changed. The challenge is further complicated by available data being from proprietary databases that are non-RDMS compliance and includes data that is manually maintained in Microsoft Excel spreadsheets.;2013;Koong Wah Yan;10.1109/DEST.2013.6611352;Conferences;2150-4946;978-1-4799-0784-7
ieee_20221205_08_32_33;Big data: Issues, challenges, tools and Good practices;Big data is defined as large amount of data which requires new technologies and architectures so that it becomes possible to extract value from it by capturing and analysis process. Due to such large size of data it becomes very difficult to perform effective analysis using the existing traditional techniques. Big data due to its various properties like volume, velocity, variety, variability, value and complexity put forward many challenges. Since Big data is a recent upcoming technology in the market which can bring huge benefits to the business organizations, it becomes necessary that various challenges and issues associated in bringing and adapting to this technology are brought into light. This paper introduces the Big data technology along with its importance in the modern world and existing projects which are effective and important in changing the concept of science into big science and society too. The various challenges and issues in adapting and accepting Big data technology, its tools (Hadoop) are also discussed in detail along with the problems Hadoop is facing. The paper concludes with the Good Big data practices to be followed.;2013;Avita Katal;10.1109/IC3.2013.6612229;Conferences;;978-1-4799-0190-6
ieee_20221205_08_32_33;Wearable monitors on babies: Big data saving little people;"Today 8% of Canadian babies are born premature and internationally the average is 10% These early births, are responsible for three quarters of all infant deaths in Canada. Premature infants together with ill term infants are cared for in Neonatal Intensive Care U nits (NICUs) internationally contain state of th e art medical equipment to monitor and provide life support, resulting in a significant Big Data environment. In addition, graduates of neonatal intensive care may be discharged with medical devices to support continued monitoring as ambulatory patients in and outside the ho me setting. In both NICU and ambulatory contexts wearable patient monitoring has many social implications. This research presents an assessment of the social implications of Big Data solutions for criti cal care within the context of the Artemis project that is enabling Big Data solutions for: 1) Real-ti me processing of complex intensive care physiological signals for new and earlier condition onset detection; 2) new approaches to physiological data analysis to support clinical research; and 3) cloud computing/services computing to provide rural and remote communities with greater options for a dvanced critical care within their own community healthcare facilities.";2013;Carolyn McGregor;10.1109/ISTAS.2013.6613120;Conferences;2158-3404;978-1-4799-1242-1
ieee_20221205_08_32_33;HireSome-II: Towards Privacy-Aware Cross-Cloud Service Composition for Big Data Applications;Cloud computing promises a scalable infrastructure for processing big data applications such as medical data analysis. Cross-cloud service composition provides a concrete approach capable for large-scale big data processing. However, the complexity of potential compositions of cloud services calls for new composition and aggregation methods, especially when some private clouds refuse to disclose all details of their service transaction records due to business privacy concerns in cross-cloud scenarios. Moreover, the credibility of cross-clouds and on-line service compositions will become suspicional, if a cloud fails to deliver its services according to its “promised” quality. In view of these challenges, we propose a privacy-aware cross-cloud service composition method, named HireSome-II (History record-based Service optimization method) based on its previous basic version HireSome-I. In our method, to enhance the credibility of a composition plan, the evaluation of a service is promoted by some of its QoS history records, rather than its advertised QoS values. Besides, the k-means algorithm is introduced into our method as a data filtering tool to select representative history records. As a result, HireSome-II can protect cloud privacy, as a cloud is not required to unveil all its transaction records. Furthermore, it significantly reduces the time complexity of developing a cross-cloud service composition plan as only representative ones are recruited, which is demanded for big data processing. Simulation and analytical results demonstrate the validity of our method compared to a benchmark.;2015;Wanchun Dou;10.1109/TPDS.2013.246;Journals;2161-9883;
ieee_20221205_08_32_33;Call for papers special issue of Tsinghua Science and Technology on cloud computing and big data;This special issue on Cloud Computing and Big Data of Tsinghua Science and Technology is devoted to gather and present new research that addresses the challenges in the broad areas of Cloud Computing and Big Data. Despite being popular topics in both industry and academia, Cloud Computing and Big Data are having more unsolved problems, not fewer. Challenging problems include key enabling technologies like virtualization and software defined network, powerful data process like deep learning and No-SQL, energy efficiency, privacy and policy, new ecosystem and many more.;2013;;10.1109/TST.2013.6616527;Journals;1007-0214;
ieee_20221205_08_32_33;Inconsistencies in big data;We are faced with a torrent of data generated and captured in digital form as a result of the advancement of sciences, engineering and technologies, and various social, economical and human activities. This big data phenomenon ushers in a new era where human endeavors and scientific pursuits will be aided by not only human capital, and physical and financial assets, but also data assets. Research issues in big data and big data analysis are embedded in multi-dimensional scientific and technological spaces. In this paper, we first take a close look at the dimensions in big data and big data analysis, and then focus our attention on the issue of inconsistencies in big data and the impact of inconsistencies in big data analysis. We offer classifications of four types of inconsistencies in big data and point out the utility of inconsistency-induced learning as a tool for big data analysis.;2013;Du Zhang;10.1109/ICCI-CC.2013.6622226;Conferences;;978-1-4799-0781-6
ieee_20221205_08_32_33;Is privacy still an issue in the era of big data? — Location disclosure in spatial footprints;Geospatial data that were once difficult to obtain are now readily available to the public with the development of geospatial technologies. The ubiquitous use of social networking and location-based services enables easy sharing of personal stories among many people. With or without awareness of location disclosure, some users reveal a considerable amount of geopersonal information to the general public. Privacy issues have been raised again in the GIScience community. This study shows that home and work places may be inferred from georeferenced tweets of heavy Twitter users. Is privacy still an issue in the era of big data when people freely share blogs, photos, videos, and spatial footprints over the Internet? Or do people willingly decide to give out location information in order to gain benefits from the disclosure? After a discussion on possible reasons for people to share spatial footprints, this paper invites more research on perception of geoprivacy.;2013;Linna Li;10.1109/Geoinformatics.2013.6626191;Conferences;2161-0258;978-1-4673-6227-6
ieee_20221205_08_32_33;BigLS - The 1st International Workshop on Big Data in Life Sciences;With the ever-increasing volume, velocity and variety biological and biomedical data collections continue to pose new challenges and increasing demands on computing and data management. The inherent complexity of this big data has forced us to rethink how we collect, store, combine and analyze it.;2013;Ananth Kalyanaraman;10.1109/ICCABS.2013.6629242;Conferences;;978-1-4799-0716-8
